1787203018.575503, Self-RAG Decomposed, pipeline, prepare, start, 50967796060875
1787203482.950504, Self-RAG Decomposed, Generator LLM, n_generated_tokens, 2, 51432172254583
1787203482.951941, Self-RAG Decomposed, Generator LLM, run, end, 51432173326500
1787203482.952270, Self-RAG Decomposed, Hallucination grader formatter, run, start, 51432173666708
1787203482.952402, Self-RAG Decomposed, Generator LLM, run, start, 51432173785708
1787203482.954290, Self-RAG Decomposed, Generator LLM, first_token, start, 51432175679041
1787203482.954715, Self-RAG Decomposed, Hallucination grader formatter, run, end, 51432176098708
1787203483.010529, Self-RAG Decomposed, Hallucination LLM, first_token, end, 51432231930458
1787203483.265781, Self-RAG Decomposed, Hallucination LLM, n_generated_tokens, 2, 51432487186791
1787203483.270079, Self-RAG Decomposed, Hallucination LLM, run, end, 51432491468208
1787203483.270300, Self-RAG Decomposed, Hallucination LLM, run, start, 51432491682791
1787203483.270472, Self-RAG Decomposed, Hallucination router, run, start, 51432491860750
1787203483.270591, Self-RAG Decomposed, Hallucination LLM, first_token, start, 51432491972958
1787203483.270873, Self-RAG Decomposed, Hallucination router, run, end, 51432492256666
1787203483.271119, Self-RAG Decomposed, End stage, run, start, 51432492502666
1787203483.272473, Self-RAG Decomposed, End stage, run, end, 51432493858416
1787203483.272564, Self-RAG Decomposed, pipeline - val, run, end, 64969279129450262605181321198141734639, 1787203249.080335, 1, 15, 51432493957291
1787203489.877140, Self-RAG Decomposed, Grader LLM, first_token, end, 51439099044083
1787203490.185555, Self-RAG Decomposed, Generator LLM, first_token, end, 51439406973791
1787203490.207510, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 51439428918833
1787203490.208669, Self-RAG Decomposed, Grader LLM, run, end, 51439430071333
1787203490.209198, Self-RAG Decomposed, Grade router, run, start, 51439430599958
1787203490.209255, Self-RAG Decomposed, Grader LLM, run, start, 51439430655625
1787203490.211454, Self-RAG Decomposed, Grade router, run, end, 51439432852125
1787203490.212077, Self-RAG Decomposed, Grader LLM, first_token, start, 51439433474750
1787203490.213241, Self-RAG Decomposed, Answer generator formatter, run, start, 51439434644666
1787203490.221873, Self-RAG Decomposed, Answer generator formatter, run, end, 51439443273875
1787203490.454316, Self-RAG Decomposed, Hallucination LLM, first_token, end, 51439675737375
1787203490.514564, Self-RAG Decomposed, Generator LLM, n_generated_tokens, 5, 51439735979666
1787203490.514924, Self-RAG Decomposed, Generator LLM, run, end, 51439736323333
1787203490.515214, Self-RAG Decomposed, Generator LLM, run, start, 51439736615291
1787203490.515360, Self-RAG Decomposed, Hallucination grader formatter, run, start, 51439736761416
1787203490.515463, Self-RAG Decomposed, Generator LLM, first_token, start, 51439736861000
1787203490.516086, Self-RAG Decomposed, Hallucination grader formatter, run, end, 51439737485083
1787203492.214795, Self-RAG Decomposed, pipeline - val, run, start, 57666014612406523244138193186431219338, 1787203492.213563, 1, 40, 51441436655666
1787203492.216009, Self-RAG Decomposed, Question dataloader, run, start, 51441437424833
1787203492.242947, Self-RAG Decomposed, Question dataloader, run, end, 51441464353000
1787203492.243327, Self-RAG Decomposed, Document retriever, run, start, 51441464785666
1787203494.316395, Self-RAG Decomposed, pipeline - val, run, start, 147175554715982821553017137704918623351, 1787203494.315945, 1, 41, 51443537924833
1787203494.317393, Self-RAG Decomposed, Question dataloader, run, start, 51443538812708
1787203494.319272, Self-RAG Decomposed, Question dataloader, run, end, 51443540681208
1787203504.493424, Self-RAG Decomposed, pipeline - val, run, start, 152256290566639061570244545347214010731, 1787203504.492088, 1, 42, 51453715319625
1787203504.495552, Self-RAG Decomposed, Question dataloader, run, start, 51453716991875
1787203504.497695, Self-RAG Decomposed, Question dataloader, run, end, 51453719130000
1787203527.473501, Self-RAG Decomposed, pipeline - val, run, start, 174175042588702083011575038708767432316, 1787203527.428794, 1, 43, 51476826696041
1787203527.615360, Self-RAG Decomposed, Hallucination LLM, n_generated_tokens, 2, 51476837203875
1787203527.641913, Self-RAG Decomposed, Hallucination LLM, run, end, 51476863396125
1787203527.643352, Self-RAG Decomposed, Question dataloader, run, start, 51476864835541
1787203527.657447, Self-RAG Decomposed, Hallucination LLM, run, start, 51476878925666
1787203527.683749, Self-RAG Decomposed, Hallucination router, run, start, 51476905238500
1787203527.709457, Self-RAG Decomposed, Hallucination LLM, first_token, start, 51476930942083
1787203527.713145, Self-RAG Decomposed, Hallucination router, run, end, 51476934623916
1787203527.730781, Self-RAG Decomposed, End stage, run, start, 51476952262958
1787203527.735203, Self-RAG Decomposed, Question dataloader, run, end, 51476956680250
1787203527.817990, Self-RAG Decomposed, End stage, run, end, 51477039480541
1787203527.818066, Self-RAG Decomposed, pipeline - val, run, end, 2889701841514158059875084908794782138, 1787203253.895516, 1, 16, 51477039855166
1787203528.522637, Self-RAG Decomposed, pipeline - val, run, start, 215735652041529606371566463810920446813, 1787203528.501668, 1, 44, 51477744131750
1787203528.525475, Self-RAG Decomposed, Question dataloader, run, start, 51477746956958
1787203528.525679, Self-RAG Decomposed, Question dataloader, run, end, 51477747158208
1787203530.333749, Self-RAG Decomposed, Document retriever, run, end, 51479556591708
1787203530.338141, Self-RAG Decomposed, Retrieval grader formatter, run, start, 51479560272875
1787203530.340422, Self-RAG Decomposed, Document retriever, run, start, 51479561904041
1787203530.381751, Self-RAG Decomposed, Retrieval grader formatter, run, end, 51479603247125
1787203536.903117, Self-RAG Decomposed, pipeline - val, run, start, 336453538138304641421542313436455320427, 1787203536.886883, 1, 45, 51486129398000
1787203537.104293, Self-RAG Decomposed, Question dataloader, run, start, 51486326189791
1787203537.231549, Self-RAG Decomposed, Question dataloader, run, end, 51486453060583
1787203545.268337, Self-RAG Decomposed, pipeline - val, run, start, 32766879371793451128795672354143802951, 1787203545.267042, 1, 46, 51494490143375
1787203545.269954, Self-RAG Decomposed, Question dataloader, run, start, 51494491475916
1787203545.274123, Self-RAG Decomposed, Question dataloader, run, end, 51494495643791
1787203545.489935, Self-RAG Decomposed, pipeline - val, run, start, 212753272553693293745334445299413869492, 1787203545.489512, 1, 47, 51494711466541
1787203545.490130, Self-RAG Decomposed, Question dataloader, run, start, 51494711646208
1787203545.493315, Self-RAG Decomposed, Question dataloader, run, end, 51494714831916
1787203548.312950, Self-RAG Decomposed, pipeline - val, run, start, 297192801228408694593912648362293408050, 1787203548.312447, 1, 48, 51497534629500
1787203548.316389, Self-RAG Decomposed, Question dataloader, run, start, 51497537936416
1787203548.317968, Self-RAG Decomposed, Question dataloader, run, end, 51497539489250
1787203549.976665, Self-RAG Decomposed, Grader LLM, first_token, end, 51499198994583
1787203550.843216, Self-RAG Decomposed, Generator LLM, first_token, end, 51500065103291
1787203551.090824, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 51500312368625
1787203551.092990, Self-RAG Decomposed, Grader LLM, run, end, 51500314523083
1787203551.095276, Self-RAG Decomposed, Grade router, run, start, 51500317085333
1787203551.096168, Self-RAG Decomposed, Grader LLM, run, start, 51500317695583
1787203551.102227, Self-RAG Decomposed, Grader LLM, first_token, start, 51500323754291
1787203551.104334, Self-RAG Decomposed, Grade router, run, end, 51500325863833
1787203551.116489, Self-RAG Decomposed, Hallucination LLM, first_token, end, 51500338359916
1787203551.118346, Self-RAG Decomposed, Query rewrite formatter, run, start, 51500339899250
1787203551.165936, Self-RAG Decomposed, Query rewrite formatter, run, end, 51500387480916
1787203551.166927, Self-RAG Decomposed, Query rewrite LLM, run, start, 51500388455708
1787203551.687873, Self-RAG Decomposed, Hallucination LLM, n_generated_tokens, 2, 51500909423833
1787203551.688948, Self-RAG Decomposed, Document retriever, run, end, 51500910485416
1787203551.766028, Self-RAG Decomposed, Retrieval grader formatter, run, start, 51500987579708
1787203551.789767, Self-RAG Decomposed, Hallucination LLM, run, end, 51501011308416
1787203551.794230, Self-RAG Decomposed, Document retriever, run, start, 51501015763000
1787203551.794336, Self-RAG Decomposed, Hallucination router, run, start, 51501015862500
1787203551.794787, Self-RAG Decomposed, Retrieval grader formatter, run, end, 51501016317583
1787203551.801991, Self-RAG Decomposed, Hallucination router, run, end, 51501023523083
1787203551.802515, Self-RAG Decomposed, End stage, run, start, 51501024043125
1787203551.890616, Self-RAG Decomposed, End stage, run, end, 51501112935250
1787203551.893968, Self-RAG Decomposed, pipeline - val, run, end, 240116802338782415052769327669678421931, 1787203259.197482, 1, 17, 51501115505166
1787203554.319136, Self-RAG Decomposed, pipeline - val, run, start, 106170667332181117418982530317433316361, 1787203554.318195, 1, 49, 51503541400708
1787203554.321363, Self-RAG Decomposed, Question dataloader, run, start, 51503542919875
1787203554.334409, Self-RAG Decomposed, Question dataloader, run, end, 51503555955333
1787203564.691735, Self-RAG Decomposed, Generator LLM, n_generated_tokens, 14, 51513914642375
1787203564.699659, Self-RAG Decomposed, Generator LLM, run, end, 51513921224041
1787203564.700865, Self-RAG Decomposed, Hallucination grader formatter, run, start, 51513922723041
1787203564.701571, Self-RAG Decomposed, Generator LLM, run, start, 51513923124708
1787203564.711920, Self-RAG Decomposed, Grader LLM, first_token, end, 51513933879833
1787203564.726811, Self-RAG Decomposed, Generator LLM, first_token, start, 51513948373958
1787203564.768276, Self-RAG Decomposed, Hallucination grader formatter, run, end, 51513989835291
1787203564.899573, Self-RAG Decomposed, Document retriever, run, end, 51514121150458
1787203564.899755, Self-RAG Decomposed, Hallucination LLM, run, start, 51514121312625
1787203565.190189, Self-RAG Decomposed, Retrieval grader formatter, run, start, 51514411763625
1787203565.190405, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 51514411961250
1787203565.275865, Self-RAG Decomposed, Document retriever, run, start, 51514497431458
1787203565.275983, Self-RAG Decomposed, Hallucination LLM, first_token, start, 51514497542166
1787203565.276624, Self-RAG Decomposed, Grader LLM, run, end, 51514498182291
1787203565.276723, Self-RAG Decomposed, Retrieval grader formatter, run, end, 51514498277375
1787203565.277098, Self-RAG Decomposed, Query rewrite LLM, first_token, start, 51514498656458
1787203565.277157, Self-RAG Decomposed, Grade router, run, start, 51514498717625
1787203565.285516, Self-RAG Decomposed, Grader LLM, run, start, 51514507077041
1787203565.286871, Self-RAG Decomposed, Grade router, run, end, 51514508428750
1787203565.288874, Self-RAG Decomposed, Answer generator formatter, run, start, 51514510472333
1787203565.291032, Self-RAG Decomposed, Answer generator formatter, run, end, 51514512588083
1787203568.128703, Self-RAG Decomposed, pipeline - val, run, start, 43926537674534730965964396001867827945, 1787203567.954947, 1, 50, 51517413462166
1787203568.284886, Self-RAG Decomposed, Question dataloader, run, start, 51517507020333
1787203568.385084, Self-RAG Decomposed, Question dataloader, run, end, 51517606708208
1787203569.115605, Self-RAG Decomposed, pipeline - val, run, start, 2875031674416586418171756451126146763, 1787203569.115128, 1, 51, 51518337352166
1787203569.116474, Self-RAG Decomposed, Question dataloader, run, start, 51518338048125
1787203569.117817, Self-RAG Decomposed, Question dataloader, run, end, 51518339386583
1787203569.218674, Self-RAG Decomposed, pipeline - val, run, start, 149622552178976703231344177312682119966, 1787203569.218331, 1, 52, 51518440274500
1787203569.219090, Self-RAG Decomposed, Question dataloader, run, start, 51518440657333
1787203569.219680, Self-RAG Decomposed, Question dataloader, run, end, 51518441252208
1787203571.811972, Self-RAG Decomposed, pipeline - val, run, start, 134364963178476616956314389688819053807, 1787203571.811560, 1, 53, 51521033557541
1787203571.812155, Self-RAG Decomposed, Question dataloader, run, start, 51521033729166
1787203571.813254, Self-RAG Decomposed, Question dataloader, run, end, 51521034826750
1787203583.714403, Self-RAG Decomposed, pipeline - val, run, start, 339701042619459037333899863627241124944, 1787203583.645193, 1, 54, 51532968860041
1787203583.782943, Self-RAG Decomposed, Question dataloader, run, start, 51533004897166
1787203583.810109, Self-RAG Decomposed, Question dataloader, run, end, 51533031714458
1787203592.358468, Self-RAG Decomposed, pipeline - val, run, start, 152012018470637770555811083994391751641, 1787203592.358051, 1, 55, 51541580247708
1787203592.359823, Self-RAG Decomposed, Question dataloader, run, start, 51541581457458
1787203592.361508, Self-RAG Decomposed, Question dataloader, run, end, 51541583121375
1787203609.009956, Self-RAG Decomposed, pipeline - val, run, start, 308841477758333108557281263214801011254, 1787203609.005711, 1, 56, 51558234060291
1787203609.019589, Self-RAG Decomposed, Question dataloader, run, start, 51558241252416
1787203609.046973, Self-RAG Decomposed, Question dataloader, run, end, 51558268628916
1787203611.085239, Self-RAG Decomposed, pipeline - val, run, start, 216848666506258725511852423076798429608, 1787203611.085069, 1, 57, 51560306928458
1787203611.085859, Self-RAG Decomposed, Question dataloader, run, start, 51560307516250
1787203611.088942, Self-RAG Decomposed, Question dataloader, run, end, 51560310597166
1787203613.088480, Self-RAG Decomposed, pipeline - val, run, start, 288065731290448802684776600704852108324, 1787203613.087222, 1, 58, 51562310152875
1787203613.091165, Self-RAG Decomposed, Question dataloader, run, start, 51562312825083
1787203613.098061, Self-RAG Decomposed, Question dataloader, run, end, 51562319721000
1787203635.016356, Self-RAG Decomposed, pipeline - val, run, start, 139391148154793913034349446175085886371, 1787203634.904021, 1, 59, 51584264337875
1787203635.054288, Self-RAG Decomposed, Question dataloader, run, start, 51584276574458
1787203635.081678, Self-RAG Decomposed, Question dataloader, run, end, 51584303389791
1787203663.359374, Self-RAG Decomposed, pipeline - val, run, start, 103734916637134640831097168534377692492, 1787203663.352567, 1, 60, 51612583309125
1787203663.368873, Self-RAG Decomposed, Question dataloader, run, start, 51612590655500
1787203663.396486, Self-RAG Decomposed, Question dataloader, run, end, 51612618257666
1787203672.090627, Self-RAG Decomposed, pipeline - val, run, start, 310190782426908735853381296616669704763, 1787203672.072148, 1, 61, 51621314951125
1787203672.117501, Self-RAG Decomposed, Question dataloader, run, start, 51621339302250
1787203672.165311, Self-RAG Decomposed, Question dataloader, run, end, 51621387105000
1787203672.352362, Self-RAG Decomposed, pipeline - val, run, start, 142795247155878189331527196695837781467, 1787203672.352180, 1, 62, 51621574157875
1787203672.353409, Self-RAG Decomposed, Question dataloader, run, start, 51621575194333
1787203672.353683, Self-RAG Decomposed, Question dataloader, run, end, 51621575466458
1787203681.923462, Self-RAG Decomposed, pipeline - val, run, start, 104742655950948085776991433985587173795, 1787203681.919122, 1, 63, 51631146122041
1787203681.935228, Self-RAG Decomposed, Question dataloader, run, start, 51631157059166
1787203681.999218, Self-RAG Decomposed, Question dataloader, run, end, 51631221035875
1787203694.448667, Self-RAG Decomposed, pipeline - val, run, start, 235844394200035741205334031659017554528, 1787203694.442239, 1, 64, 51643676561000
1787203694.468088, Self-RAG Decomposed, Question dataloader, run, start, 51643690278833
1787203694.505069, Self-RAG Decomposed, Question dataloader, run, end, 51643726904666
1787203697.461766, Self-RAG Decomposed, pipeline - val, run, start, 3707214854709522629880347526015068902, 1787203697.459265, 1, 65, 51646683613000
1787203697.463412, Self-RAG Decomposed, Question dataloader, run, start, 51646685250208
1787203697.468491, Self-RAG Decomposed, Question dataloader, run, end, 51646690328125
1787203714.038277, Self-RAG Decomposed, pipeline - val, run, start, 139550945958620629730407693974459708086, 1787203714.032459, 1, 66, 51663261871166
1787203714.046096, Self-RAG Decomposed, Question dataloader, run, start, 51663267983916
1787203714.068854, Self-RAG Decomposed, Question dataloader, run, end, 51663290733750
1787203727.199810, Self-RAG Decomposed, pipeline - val, run, start, 285387003430991180599380548683010725986, 1787203727.193225, 1, 67, 51676424001041
1787203727.208429, Self-RAG Decomposed, Question dataloader, run, start, 51676430337958
1787203727.256642, Self-RAG Decomposed, Question dataloader, run, end, 51676478549791
1787203742.222543, Self-RAG Decomposed, pipeline - val, run, start, 271041983288708334521604785416909273323, 1787203742.220324, 1, 68, 51691445083541
1787203742.227493, Self-RAG Decomposed, Question dataloader, run, start, 51691449444416
1787203742.257417, Self-RAG Decomposed, Question dataloader, run, end, 51691479354166
1787203748.593780, Self-RAG Decomposed, pipeline - val, run, start, 131945578961762141994968647306212157811, 1787203748.589022, 1, 69, 51697817759125
1787203748.605788, Self-RAG Decomposed, Question dataloader, run, start, 51697827749500
1787203748.634866, Self-RAG Decomposed, Question dataloader, run, end, 51697856819875
1787203765.155818, Self-RAG Decomposed, pipeline - val, run, start, 290738703957877281436575672683407265186, 1787203765.144634, 1, 70, 51714378722916
1787203765.163521, Self-RAG Decomposed, Question dataloader, run, start, 51714385636541
1787203765.196026, Self-RAG Decomposed, Question dataloader, run, end, 51714418029291
1787203771.950332, Self-RAG Decomposed, pipeline - val, run, start, 296372299084830582305595662011860842222, 1787203771.949391, 1, 71, 51721172867000
1787203771.954889, Self-RAG Decomposed, Question dataloader, run, start, 51721176914625
1787203771.981231, Self-RAG Decomposed, Question dataloader, run, end, 51721203232541
1787203775.068265, Self-RAG Decomposed, pipeline - val, run, start, 102233085972932041969772797845030995619, 1787203775.066333, 1, 72, 51724290420625
1787203775.069992, Self-RAG Decomposed, Question dataloader, run, start, 51724292012625
1787203775.075276, Self-RAG Decomposed, Question dataloader, run, end, 51724297279333
1787203779.103700, Self-RAG Decomposed, pipeline - val, run, start, 222258655449076294652283257298926172570, 1787203779.102948, 1, 73, 51728325926208
1787203779.104865, Self-RAG Decomposed, Question dataloader, run, start, 51728326892500
1787203779.108455, Self-RAG Decomposed, Question dataloader, run, end, 51728330464625
1787203780.655370, Self-RAG Decomposed, pipeline - val, run, start, 29010154710042751573777526158672236694, 1787203780.654538, 1, 74, 51729877393916
1787203780.655904, Self-RAG Decomposed, Question dataloader, run, start, 51729877917458
1787203780.662039, Self-RAG Decomposed, Question dataloader, run, end, 51729884049416
1787203780.834561, Self-RAG Decomposed, pipeline - val, run, start, 134907000772764693170221691874960673918, 1787203780.834491, 1, 75, 51730056582416
1787203780.834710, Self-RAG Decomposed, Question dataloader, run, start, 51730056721000
1787203780.838609, Self-RAG Decomposed, Question dataloader, run, end, 51730060618791
1787203781.380780, Self-RAG Decomposed, pipeline - val, run, start, 325804018670989621086223748224212965273, 1787203781.365505, 1, 76, 51730602805416
1787203781.386846, Self-RAG Decomposed, Question dataloader, run, start, 51730608861958
1787203781.388404, Self-RAG Decomposed, Question dataloader, run, end, 51730610415875
1787203786.750604, Self-RAG Decomposed, pipeline - val, run, start, 38140995187768311527061399937561821127, 1787203786.749554, 1, 77, 51735972647375
1787203786.751242, Self-RAG Decomposed, Question dataloader, run, start, 51735973267500
1787203786.759753, Self-RAG Decomposed, Question dataloader, run, end, 51735981781041
1787203797.588849, Self-RAG Decomposed, pipeline - val, run, start, 90814889831408611609899089783028251189, 1787203797.587770, 1, 78, 51746811223000
1787203797.591317, Self-RAG Decomposed, Question dataloader, run, start, 51746813381833
1787203797.594206, Self-RAG Decomposed, Question dataloader, run, end, 51746816252833
1787203807.010562, Self-RAG Decomposed, pipeline - val, run, start, 176885162421783064004728555074135380821, 1787203807.010168, 1, 79, 51756232771416
1787203807.011524, Self-RAG Decomposed, Question dataloader, run, start, 51756233606250
1787203807.013190, Self-RAG Decomposed, Question dataloader, run, end, 51756235254541
1787203811.151513, Self-RAG Decomposed, pipeline - val, run, start, 67494767203219681929888845320783736654, 1787203811.150651, 1, 80, 51760373707041
1787203811.152226, Self-RAG Decomposed, Question dataloader, run, start, 51760374313500
1787203811.182717, Self-RAG Decomposed, Question dataloader, run, end, 51760404799208
1787203832.362104, Self-RAG Decomposed, pipeline - val, run, start, 110461371468735652501569235469858225421, 1787203832.354583, 1, 81, 51781586953708
1787203832.375918, Self-RAG Decomposed, Question dataloader, run, start, 51781598063083
1787203832.422714, Self-RAG Decomposed, Question dataloader, run, end, 51781644847583
1787203833.409508, Self-RAG Decomposed, pipeline - val, run, start, 111669884971920407786230405172061675958, 1787203833.408389, 1, 82, 51782631651000
1787203833.411559, Self-RAG Decomposed, Question dataloader, run, start, 51782633683708
1787203833.424478, Self-RAG Decomposed, Question dataloader, run, end, 51782646603750
1787203844.063612, Self-RAG Decomposed, pipeline - val, run, start, 43406267274284762407537425889819787323, 1787203844.059496, 1, 83, 51793287381333
1787203844.070460, Self-RAG Decomposed, Question dataloader, run, start, 51793292620416
1787203844.098676, Self-RAG Decomposed, Question dataloader, run, end, 51793320829750
1787203858.223084, Self-RAG Decomposed, pipeline - val, run, start, 230155465575948407621292523276696524412, 1787203858.218252, 1, 84, 51807450312958
1787203858.233950, Self-RAG Decomposed, Question dataloader, run, start, 51807456143208
1787203858.267486, Self-RAG Decomposed, Question dataloader, run, end, 51807489672250
1787203865.098237, Self-RAG Decomposed, pipeline - val, run, start, 179618932902403440746467227120783973753, 1787203865.096899, 1, 85, 51814320648041
1787203865.100887, Self-RAG Decomposed, Question dataloader, run, start, 51814323145166
1787203865.109539, Self-RAG Decomposed, Question dataloader, run, end, 51814331732291
1787203866.896066, Self-RAG Decomposed, pipeline - val, run, start, 107330996216342953203988306923009847731, 1787203866.895870, 1, 86, 51816118299625
1787203866.897434, Self-RAG Decomposed, Question dataloader, run, start, 51816119631541
1787203866.901360, Self-RAG Decomposed, Question dataloader, run, end, 51816123551291
1787203872.868313, Self-RAG Decomposed, pipeline - val, run, start, 39897973051760283032422362181981215635, 1787203872.863234, 1, 87, 51822092348500
1787203872.875691, Self-RAG Decomposed, Question dataloader, run, start, 51822098587833
1787203872.913257, Self-RAG Decomposed, Question dataloader, run, end, 51822135463375
1787203874.936152, Self-RAG Decomposed, pipeline - val, run, start, 162314538939579050442298566840400504844, 1787203874.935988, 1, 88, 51824158373750
1787203874.936350, Self-RAG Decomposed, Question dataloader, run, start, 51824158557500
1787203874.943122, Self-RAG Decomposed, Question dataloader, run, end, 51824165331916
1787203876.814829, Self-RAG Decomposed, pipeline - val, run, start, 29650533475341764156984382678764782569, 1787203876.814718, 1, 89, 51826037052458
1787203876.815269, Self-RAG Decomposed, Question dataloader, run, start, 51826037482833
1787203876.815848, Self-RAG Decomposed, Question dataloader, run, end, 51826038060375
1787203880.461592, Self-RAG Decomposed, pipeline - val, run, start, 217078904343423647860717333299957423563, 1787203880.461207, 1, 90, 51829683889166
1787203880.463049, Self-RAG Decomposed, Question dataloader, run, start, 51829685279916
1787203880.471673, Self-RAG Decomposed, Question dataloader, run, end, 51829693899666
1787203895.995365, Self-RAG Decomposed, pipeline - val, run, start, 244979395965302095198859633760774173382, 1787203895.984999, 1, 91, 51845224718625
1787203896.011874, Self-RAG Decomposed, Question dataloader, run, start, 51845234464500
1787203896.048414, Self-RAG Decomposed, Question dataloader, run, end, 51845270677041
1787203908.154366, Self-RAG Decomposed, pipeline - val, run, start, 57323979526597687832934297676942142971, 1787203908.148628, 1, 92, 51857378836916
1787203908.162591, Self-RAG Decomposed, Question dataloader, run, start, 51857384882291
1787203908.189357, Self-RAG Decomposed, Question dataloader, run, end, 51857411639208
1787203908.607602, Self-RAG Decomposed, pipeline - val, run, start, 13243660855003410679263115046287226547, 1787203908.606445, 1, 93, 51857829892583
1787203908.607771, Self-RAG Decomposed, Question dataloader, run, start, 51857830050583
1787203908.608907, Self-RAG Decomposed, Question dataloader, run, end, 51857831186708
1787203914.665458, Self-RAG Decomposed, pipeline - val, run, start, 253816170453343370995968583923024085784, 1787203914.660425, 1, 94, 51863890150583
1787203914.675578, Self-RAG Decomposed, Question dataloader, run, start, 51863897905291
1787203914.728074, Self-RAG Decomposed, Question dataloader, run, end, 51863950388375
1787203920.102018, Self-RAG Decomposed, pipeline - val, run, start, 96179692838961538290541637031507847195, 1787203920.101794, 1, 95, 51869324334583
1787203920.102280, Self-RAG Decomposed, Question dataloader, run, start, 51869324585916
1787203920.102943, Self-RAG Decomposed, Question dataloader, run, end, 51869325245416
1787203922.060574, Self-RAG Decomposed, pipeline - val, run, start, 248238892854102923785094540688319774510, 1787203922.059841, 1, 96, 51871282086666
1787203922.063937, Self-RAG Decomposed, Question dataloader, run, start, 51871285054333
1787203922.066227, Self-RAG Decomposed, Question dataloader, run, end, 51871287310291
1787203935.202514, Self-RAG Decomposed, Generator LLM, first_token, end, 51884409618083
1787203935.215863, Self-RAG Decomposed, Hallucination LLM, first_token, end, 51884422307750
1787203935.413618, Self-RAG Decomposed, Hallucination LLM, n_generated_tokens, 2, 51884619606958
1787203935.420925, Self-RAG Decomposed, Document retriever, run, end, 51884626916333
1787203935.422257, Self-RAG Decomposed, Query rewrite LLM, first_token, end, 51884628227583
1787203935.423717, Self-RAG Decomposed, Retrieval grader formatter, run, start, 51884630321416
1787203935.428810, Self-RAG Decomposed, Hallucination LLM, run, end, 51884634768791
1787203935.430455, Self-RAG Decomposed, Hallucination router, run, start, 51884636416333
1787203935.431908, Self-RAG Decomposed, Document retriever, run, start, 51884637864791
1787203935.474971, Self-RAG Decomposed, Retrieval grader formatter, run, end, 51884680919000
1787203935.475101, Self-RAG Decomposed, Hallucination router, run, end, 51884681028833
1787203935.478500, Self-RAG Decomposed, End stage, run, start, 51884684424666
1787203935.598866, Self-RAG Decomposed, End stage, run, end, 51884804730958
1787203935.599143, Self-RAG Decomposed, pipeline - val, run, end, 25526557360139597292966261875663134977, 1787203260.426636, 1, 18, 51884804990208
1787203935.928496, Self-RAG Decomposed, Query rewrite LLM, n_generated_tokens, 10, 51885134124208
1787203935.931872, Self-RAG Decomposed, Query rewrite LLM, run, end, 51885137491750
1787203935.933560, Self-RAG Decomposed, Grader LLM, first_token, start, 51885139588750
1787203936.557437, Self-RAG Decomposed, Document retriever, run, end, 51885762957000
1787203936.558201, Self-RAG Decomposed, Retrieval grader formatter, run, start, 51885763440833
1787203936.558439, Self-RAG Decomposed, Document retriever, run, start, 51885763622375
1787203936.561840, Self-RAG Decomposed, Retrieval grader formatter, run, end, 51885767026416
1787203945.775597, Self-RAG Decomposed, pipeline - val, run, start, 56965834387244569874094167770735333628, 1787203945.769408, 1, 97, 51894977786250
1787203945.785091, Self-RAG Decomposed, Question dataloader, run, start, 51894985668416
1787203945.823918, Self-RAG Decomposed, Question dataloader, run, end, 51895024465416
1787203948.577586, Self-RAG Decomposed, Grader LLM, first_token, end, 51897777611041
1787203948.625978, Self-RAG Decomposed, Document retriever, run, end, 51897825595583
1787203948.635694, Self-RAG Decomposed, Retrieval grader formatter, run, start, 51897835302583
1787203948.636947, Self-RAG Decomposed, Document retriever, run, start, 51897836531833
1787203948.736061, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 51897935623458
1787203948.757790, Self-RAG Decomposed, Grader LLM, run, end, 51897957351708
1787203948.758500, Self-RAG Decomposed, Retrieval grader formatter, run, end, 51897958046375
1787203948.759760, Self-RAG Decomposed, Grade router, run, start, 51897959314250
1787203948.759807, Self-RAG Decomposed, Grader LLM, run, start, 51897959355208
1787203948.763070, Self-RAG Decomposed, Grade router, run, end, 51897962615333
1787203948.763738, Self-RAG Decomposed, Answer generator formatter, run, start, 51897963284125
1787203948.764745, Self-RAG Decomposed, Grader LLM, first_token, start, 51897964291875
1787203948.766984, Self-RAG Decomposed, Answer generator formatter, run, end, 51897966528041
1787203948.964171, Self-RAG Decomposed, Document retriever, run, end, 51898163674250
1787203948.964303, Self-RAG Decomposed, Retrieval grader formatter, run, start, 51898163791375
1787203948.964381, Self-RAG Decomposed, Document retriever, run, start, 51898163864291
1787203948.964777, Self-RAG Decomposed, Retrieval grader formatter, run, end, 51898164261125
1787203949.357807, Self-RAG Decomposed, Document retriever, run, end, 51898557197416
1787203949.357936, Self-RAG Decomposed, Retrieval grader formatter, run, start, 51898557303041
1787203949.358000, Self-RAG Decomposed, Document retriever, run, start, 51898557368916
1787203949.360880, Self-RAG Decomposed, Retrieval grader formatter, run, end, 51898560248916
1787203962.140690, Self-RAG Decomposed, Grader LLM, first_token, end, 51911341927166
1787203962.324861, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 51911521659875
1787203962.341582, Self-RAG Decomposed, Document retriever, run, end, 51911538360541
1787203962.343135, Self-RAG Decomposed, Grader LLM, run, end, 51911539895791
